From	To
Q5JTY5	ZNG1C
Q8IUF1	ZNG1B
Q13185	CBX3
Q5RIA9	ZNG1E
Q14781	CBX2
Q4V339	ZNG1F
P45973	CBX5
O00257	CBX4
O95503	CBX6
O95931	CBX7
Q9HC52	CBX8
Q8NA61	CBY2
A6NI87	CBY3
Q9HBI5	C3orf14
Q9UK00	C3orf18
Q8N5N4	C3orf22
Q6P1S2	C3orf33
Q8ND61	C3orf20
Q3SXR2	C3orf36
Q5JPI3	C3orf38
Q96BT1	C3orf49
Q8N813	C3orf56
Q6ZUJ4	C3orf62
A6NLC5	C3orf70
P0CE67	LINC02877
Q6ZRV3	LINC00696
A0A1B0GTC6	C3orf85
H3BNL1	C3orf84
F5H4A9	C3orf80
Q8IW40	CCDC103
Q8IYK2	CCDC105
Q9BWC9	CCDC106
Q8WV48	CCDC107
Q8TBZ0	CCDC110
Q9H0I3	CCDC113
Q8NEF3	CCDC112
Q96NT0	CCDC115
Q8IYX3	CCDC116
Q8IWD4	CCDC117
Q6ZUS5	CCDC121
Q5T0U0	CCDC122
Q96HB5	CCDC120
Q96CT7	CCDC124
Q96EE4	CCDC126
Q86Z20	CCDC125
Q96BQ5	CCDC127
P13994	YJU2B
Q86U90	YRDC
Q6UXR8	UNQ6493/PRO21345
Q8WZ26	PP6455
Q6UXU0	UNQ9165/PRO28630
Q9UI54	PRO0628
Q96MU7	YTHDC1
Q9H6S0	YTHDC2
Q9BYJ9	YTHDF1
Q9Y5A9	YTHDF2
Q7Z739	YTHDF3
Q6UXV3	UNQ6126/PRO20091
Q9H869	YY1AP1
P59817	ZNF280A
Q8ND82	ZNF280C
Q86YH2	ZNF280B
Q9HBT8	ZNF286A
Q6N043	ZNF280D
O75467	ZNF324
Q6AW86	ZNF324B
O60765	ZNF354A
Q96LW1	ZNF354B
P0CG31	ZNF286B
Q9NSJ1	ZNF355P
Q96PM9	ZNF385A
Q86Y25	ZNF354C
Q569K4	ZNF385B
Q66K41	ZNF385C
Q9H6B1	ZNF385D
Q8IWR0	ZC3H7A
Q96KM6	ZNF512B
Q9UGR2	ZC3H7B
Q6AHZ1	ZNF518A
E7ETH6	ZNF587B
Q9C0D4	ZNF518B
Q6P3V2	ZNF585A
Q52M93	ZNF585B
Q6ZN79	ZNF705A
P0CI00	ZNF705B
P0CH99	ZNF705D
Q4V348	ZNF658B
A8MWA4	ZNF705EP
A8MUZ8	ZNF705G
O75290	ZNF780A
Q9Y6R6	ZNF780B
Q49A33	ZNF876P
Q7Z570	ZNF804A
P25311	AZGP1
A4D1E1	ZNF804B
Q401N2	ZACN
P43403	ZAP70
A6NP61	ZAR1L
Q86SH2	ZAR1
Q96FA7	ZBED10P
Q9BTP6	ZBED2
Q96IU2	ZBED3
O96006	ZBED1
A8MT70	ZBBX
Q49AG3	ZBED5
O75132	ZBED4
Q8IZ13	ZBED8
P86452	ZBED6
Q9H171	ZBP1
Q9Y330	ZBTB12
O95625	ZBTB11
O43829	ZBTB14
Q96DT7	ZBTB10
Q05516	ZBTB16
Q13105	ZBTB17
Q99592	ZBTB18
Q9HC78	ZBTB20
O15209	ZBTB22
Q9ULJ3	ZBTB21
O43167	ZBTB24
P24278	ZBTB25
Q9HCK0	ZBTB26
Q9Y2Y4	ZBTB32
Q8NCN2	ZBTB34
Q5TC79	ZBTB37
O15060	ZBTB39
Q8NAP3	ZBTB38
Q9NUA8	ZBTB40
B2RXF5	ZBTB42
Q5SVQ8	ZBTB41
O43298	ZBTB43
Q8NCP5	ZBTB44
Q96K62	ZBTB45
Q86UZ6	ZBTB46
Q9UFB7	ZBTB47
Q6ZSB9	ZBTB49
O95365	ZBTB7A
O15156	ZBTB7B
A1YPR0	ZBTB7C
Q96BR9	ZBTB8A
Q8NAP8	ZBTB8B
Q9Y2K1	ZBTB1
Q8N680	ZBTB2
Q9H5J0	ZBTB3
Q9P1Z0	ZBTB4
O15062	ZBTB5
Q15916	ZBTB6
Q96C00	ZBTB9
O75152	ZC3H11A
A0A1B0GTU1	ZC3H11B
Q5D1E8	ZC3H12A
Q5HYM0	ZC3H12B
A2A288	ZC3H12D
Q9C0D7	ZC3H12C
Q96GY0	ZC2HC1A
Q5TFG8	ZC2HC1B
Q53FD0	ZC2HC1C
O60293	ZFC3H1
Q9UPT8	ZC3H4
P61129	ZC3H6
Q8IXZ2	ZC3H3
Q8N5P1	ZC3H8
Q96K80	ZC3H10
Q5T200	ZC3H13
Q6PJT7	ZC3H14
Q8WU90	ZC3H15
Q9NQZ6	ZC4H2
P0CG32	ZCCHC18
Q96H79	ZC3HAV1L
Q8TBK6	ZCCHC10
Q7Z2W4	ZC3HAV1
Q6PEW1	ZCCHC12
Q8WW36	ZCCHC13
Q8WYQ9	ZCCHC14
Q86VM9	ZC3H18
Q8N2G6	ZCCHC24
Q9NUD5	ZCCHC3
Q9C0B9	ZCCHC2
Q9H5U6	ZCCHC4
Q8N3Z6	ZCCHC7
Q6NZY4	ZCCHC8
Q8N567	ZCCHC9
Q9H0M4	ZCWPW1
Q504Y3	ZCWPW2
Q8TBF4	ZCRB1
Q9H8X9	ZDHHC11
Q96GR4	ZDHHC12
Q8IUH4	ZDHHC13
Q9HCK1	ZDBF2
Q8IZN3	ZDHHC14
Q96MV8	ZDHHC15
Q969W1	ZDHHC16
Q8IUH5	ZDHHC17
Q9NUE0	ZDHHC18
Q8WVZ1	ZDHHC19
Q5W0Z9	ZDHHC20
Q8IYP9	ZDHHC23
Q6UX98	ZDHHC24
Q8WTX9	ZDHHC1
Q9UIJ5	ZDHHC2
Q9NYG2	ZDHHC3
Q9NPG8	ZDHHC4
Q9C0B5	ZDHHC5
Q9H6R6	ZDHHC6
Q9NXF8	ZDHHC7
Q9ULC8	ZDHHC8
Q9Y397	ZDHHC9
P37275	ZEB1
O60315	ZEB2
P31629	HIVEP2
P15822	HIVEP1
Q7Z7L7	ZER1
Q5T1R4	HIVEP3
Q8TCF1	ZFAND1
Q9UJL9	ZFP69B
Q9NTW7	ZFP64
Q9H8U3	ZFAND3
O76080	ZFAND5
Q86XD8	ZFAND4
Q6FIF0	ZFAND6
Q5T742	ZNF22-AS1
Q9P243	ZFAT
Q9C0A1	ZFHX2
Q8N6M9	ZFAND2A
Q15911	ZFHX3
Q8WV99	ZFAND2B
Q6P2D0	ZFP1
Q9HCL3	ZFP14
Q6ZN57	ZFP2
Q8NHY6	ZFP28
Q9Y2G7	ZFP30
Q9Y6Q3	ZFP37
Q96NJ6	ZFP3
Q8N8Y5	ZFP41
Q96MM3	ZFP42
Q9NU63	ZFP57
Q8NB50	ZFP62
Q49AA0	ZFP69
Q8N141	ZFP82
Q8TF47	ZFP90
Q96JP5	ZFP91
A6NM28	ZFP92
O95159	ZFPL1
Q9UPR6	ZFR2
Q96KR1	ZFR
P17010	ZFX
Q7Z3T8	ZFYVE16
Q5T4F4	ZFYVE27
Q9HBF4	ZFYVE1
Q68DK2	ZFYVE26
Q96DA0	ZG16B
O60844	ZG16
O95405	ZFYVE9
P08048	ZFY
P0C6A0	ZGLP1
Q8N5A5	ZGPAT
P0C7U3	ZDHHC11B
Q9NS37	CREBZF
Q86YA3	ZGRF1
Q96EF9	ZHX1-C8orf76
Q9Y6X8	ZHX2
Q9UKY1	ZHX1
Q15915	ZIC1
O60481	ZIC3
Q9H4I2	ZHX3
Q8N9L1	ZIC4
O95409	ZIC2
Q96T25	ZIC5
Q3SY52	ZIK1
Q96PE6	ZIM3
Q9NZV7	ZIM2
P17029	ZKSCAN1
Q969J2	ZKSCAN4
Q9BRR0	ZKSCAN3
Q63HK3	ZKSCAN2
Q9Y2L8	ZKSCAN5
Q15776	ZKSCAN8
Q9P0L1	ZKSCAN7
Q5H9K5	ZMAT1
Q9HA38	ZMAT3
Q9H898	ZMAT4
Q9UDW3	ZMAT5
Q8NF64	ZMIZ2
Q9ULJ6	ZMIZ1
Q9H0C1	ZMYND12
Q15326	ZMYND11
Q96E35	ZMYND19
Q9H091	ZMYND15
Q5SVZ6	ZMYM1
Q14202	ZMYM3
Q9UBW7	ZMYM2
Q5VZL5	ZMYM4
Q9UJ78	ZMYM5
Q8IYN0	ZNF100
Q8IZC7	ZNF101
O95789	ZMYM6
Q9UII5	ZNF107
Q03924	ZNF117
Q8NC26	ZNF114
Q9UJU3	ZNF112
P58317	ZNF121
Q9H2Y7	ZNF106
Q15973	ZNF124
P52739	ZNF131
P52740	ZNF132
P52741	ZNF134
P52736	ZNF133
P52737	ZNF136
P52742	ZNF135
P52743	ZNF137P
P52744	ZNF138
P52738	ZNF140
Q15928	ZNF141
P52747	ZNF143
P52746	ZNF142
Q9UQR1	ZNF148
Q13106	ZNF154
Q12901	ZNF155
P51786	ZNF157
P49910	ZNF165
Q14929	ZNF169
Q9HCG1	ZNF160
Q15697	ZNF174
Q13360	ZNF177
Q9Y473	ZNF175
Q9UJW8	ZNF180
Q2M3W8	ZNF181
P17025	ZNF182
Q99676	ZNF184
O15231	ZNF185
O75820	ZNF189
O14628	ZNF195
P98182	ZNF200
O14709	ZNF197
O95125	ZNF202
O43670	ZNF207
O95201	ZNF205
Q13398	ZNF211
Q9UDV6	ZNF212
O14771	ZNF213
O43345	ZNF208
Q9UL59	ZNF214
Q9UL58	ZNF215
O75362	ZNF217
Q9P2Y4	ZNF219
Q9UK13	ZNF221
Q9UK12	ZNF222
Q9UK11	ZNF223
Q9NZL3	ZNF224
Q9UK10	ZNF225
Q9NYT6	ZNF226
Q86WZ6	ZNF227
Q9UIE0	ZNF230
Q9UNY5	ZNF232
Q9UJW7	ZNF229
A6NK53	ZNF233
Q14588	ZNF234
Q14590	ZNF235
Q16600	ZNF239
Q8NDW4	ZNF248
P15622	ZNF250
Q9BRH9	ZNF251
Q9UL36	ZNF236
O75346	ZNF253
O75437	ZNF254
Q9Y2P7	ZNF256
Q9Y2Q1	ZNF257
Q3ZCT1	ZNF260
O14978	ZNF263
O43296	ZNF264
Q14584	ZNF266
Q14586	ZNF267
Q14587	ZNF268
Q14593	ZNF273
Q96GC6	ZNF274
Q9NSD4	ZNF275
Q8N554	ZNF276
Q9NRM2	ZNF277
Q9Y2X9	ZNF281
Q8N7M2	ZNF283
Q9UDV7	ZNF282
Q2VY69	ZNF284
Q96NJ3	ZNF285
Q9HBT7	ZNF287
Q8WUU4	ZNF296
Q96RE9	ZNF300
Q9NR11	ZNF302
Q9HCX3	ZNF304
Q5JNZ3	ZNF311
Q96PQ6	ZNF317
A6NFI3	ZNF316
O60281	ZNF292
Q9P2F9	ZNF319
A2RRD8	ZNF320
Q6U7Q0	ZNF322
Q8N8H1	ZNF321P
Q5VUA4	ZNF318
Q5BKZ1	ZNF326
Q86UD4	ZNF329
Q9Y3S2	ZNF330
Q9NQX6	ZNF331
Q96JL9	ZNF333
Q9HCZ1	ZNF334
Q9H4Z2	ZNF335
Q9Y3M9	ZNF337
Q06730	ZNF33A
Q06732	ZNF33B
Q6P1L6	ZNF343
Q14585	ZNF345
Q9BYN7	ZNF341
Q9UL40	ZNF346
Q96SE7	ZNF347
Q9GZX5	ZNF350
Q5T0B9	ZNF362
Q9NW07	ZNF358
Q70YC5	ZNF365
Q8N895	ZNF366
Q7RTV3	ZNF367
P17032	ZNF37A
Q96SR6	ZNF382
Q8NA42	ZNF383
Q9UJN7	ZNF391
Q8TF68	ZNF384
Q53GI3	ZNF394
Q9H8N7	ZNF395
Q96N95	ZNF396
Q8NF99	ZNF397
Q494X3	ZNF404
Q8TD17	ZNF398
Q86VK4	ZNF410
Q9H9D4	ZNF408
Q96IQ9	ZNF414
Q09FC8	ZNF415
Q9BWM5	ZNF416
Q8TAU3	ZNF417
Q8TF45	ZNF418
Q9C0G0	ZNF407
Q96HQ0	ZNF419
Q8TAQ5	ZNF420
Q9BUY5	ZNF426
Q6IV72	ZNF425
Q2M1K9	ZNF423
Q96B54	ZNF428
Q9H8G1	ZNF430
Q8TF32	ZNF431
Q86V71	ZNF429
O94892	ZNF432
Q8N7K0	ZNF433
Q9C0F3	ZNF436
Q8NDP4	ZNF439
Q7Z4V0	ZNF438
Q8IYI8	ZNF440
Q8N8Z8	ZNF441
Q9H7R0	ZNF442
Q9Y2A4	ZNF443
Q8N0Y2	ZNF444
Q9NWS9	ZNF446
Q6P9G9	ZNF449
P59923	ZNF445
Q8N9F8	ZNF454
Q14592	ZNF460
Q9Y4E5	ZNF451
Q8TAF7	ZNF461
Q7Z7K2	ZNF467
Q5VIY5	ZNF468
Q6ECI4	ZNF470
Q9BX82	ZNF471
Q8WTR7	ZNF473
Q96JM2	ZNF462
Q6S9Z5	ZNF474
Q96JC4	ZNF479
Q8WV37	ZNF480
Q8NCK3	ZNF485
Q8TF39	ZNF483
Q5JVG2	ZNF484
Q96H40	ZNF486
B1APH4	ZNF487
Q96MN9	ZNF488
Q9ULM2	ZNF490
Q8N8L2	ZNF491
Q9P255	ZNF492
Q6ZR52	ZNF493
Q96IT1	ZNF496
Q6ZNH5	ZNF497
Q96CX3	ZNF501
O60304	ZNF500
Q8TBZ5	ZNF502
Q96F45	ZNF503
Q5JVG8	ZNF506
Q8TCN5	ZNF507
Q8NB15	ZNF511
Q9Y2H8	ZNF510
Q96ME7	ZNF512
Q96K75	ZNF514
Q8N8E2	ZNF513
Q8TB69	ZNF519
Q6ZMY9	ZNF517
Q92618	ZNF516
Q96C55	ZNF524
Q8N782	ZNF525
Q96K83	ZNF521
Q3MIS6	ZNF528
Q8NB42	ZNF527
Q6P280	ZNF529
Q8TF50	ZNF526
Q6P9A1	ZNF530
Q76KX8	ZNF534
Q8NDQ6	ZNF540
O15090	ZNF536
Q9HCE3	ZNF532
Q08ER8	ZNF543
Q5EBM4	ZNF542P
Q9H0D2	ZNF541
Q6NX49	ZNF544
Q8IVP9	ZNF547
Q86UE3	ZNF546
Q8NEK5	ZNF548
Q6P9A3	ZNF549
Q7Z398	ZNF550
Q7Z340	ZNF551
Q9H707	ZNF552
Q86TJ5	ZNF554
Q8NEP9	ZNF555
Q9HAH1	ZNF556
Q8N988	ZNF557
Q96NG5	ZNF558
Q9BR84	ZNF559
Q8N587	ZNF561
Q96MR9	ZNF560
Q6V9R5	ZNF562
Q8TA94	ZNF563
Q8TBZ8	ZNF564
Q8N9K5	ZNF565
Q969W8	ZNF566
Q8N184	ZNF567
Q3ZCX4	ZNF568
Q5MCW4	ZNF569
Q96NI8	ZNF570
Q7Z3V5	ZNF571
Q7Z3I7	ZNF572
Q86YE8	ZNF573
Q6ZN55	ZNF574
Q86XF7	ZNF575
Q9H609	ZNF576
Q9BSK1	ZNF577
Q96N58	ZNF578
Q9UK33	ZNF580
Q8NAF0	ZNF579
Q9P0T4	ZNF581
Q96NG8	ZNF582
Q96ND8	ZNF583
Q8IVC4	ZNF584
Q9NXT0	ZNF586
Q86UQ0	ZNF589
Q96SQ5	ZNF587
O00488	ZNF593
Q92610	ZNF592
Q8IYB9	ZNF595
Q8TC21	ZNF596
Q96LX8	ZNF597
Q96JF6	ZNF594
Q96NL3	ZNF599
Q86UK7	ZNF598
Q6ZNG1	ZNF600
Q86T29	ZNF605
Q8WXB4	ZNF606
Q8N9Z0	ZNF610
Q96SK3	ZNF607
Q8N823	ZNF611
Q9ULD9	ZNF608
Q6PF04	ZNF613
O15014	ZNF609
Q8N883	ZNF614
Q8N8J6	ZNF615
Q08AN1	ZNF616
Q6ZNG0	ZNF620
Q8N2I2	ZNF619
Q6ZSS3	ZNF621
Q5T7W0	ZNF618
Q969S3	ZNF622
O75123	ZNF623
Q96I27	ZNF625
Q9P2J8	ZNF624
Q68DY1	ZNF626
Q7L945	ZNF627
Q5EBL2	ZNF628
Q2M218	ZNF630
Q9UEG4	ZNF629
Q9UID6	ZNF639
Q96N77	ZNF641
Q14966	ZNF638
Q5T619	ZNF648
Q9H582	ZNF644
Q9BS31	ZNF649
Q9Y2D9	ZNF652
O15015	ZNF646
Q8IZM8	ZNF654
Q96CK0	ZNF653
Q8N720	ZNF655
Q6AZW8	ZNF660
Q6ZS27	ZNF662
Q8N3J9	ZNF664
Q5TYW1	ZNF658
Q9H7R5	ZNF665
Q5HYK9	ZNF667
Q96K58	ZNF668
Q96BR6	ZNF669
Q9BS34	ZNF670
Q8TAW3	ZNF671
Q499Z4	ZNF672
Q8TD23	ZNF675
Q2M3X9	ZNF674
Q8N7Q3	ZNF676
Q8IYX0	ZNF679
Q5SXM1	ZNF678
Q86XU0	ZNF677
Q8NEM1	ZNF680
O95780	ZNF682
Q96N22	ZNF681
Q8IZ20	ZNF683
Q5T5D7	ZNF684
P0C7X2	ZNF688
Q8N1G0	ZNF687
Q5VV52	ZNF691
Q96CS4	ZNF689
Q9BU19	ZNF692
Q8IW36	ZNF695
Q9H7X3	ZNF696
Q5TEC3	ZNF697
Q9H963	ZNF702P
Q32M78	ZNF699
Q9H0M5	ZNF700
Q9NV72	ZNF701
Q9H7S9	ZNF703
Q6ZNC4	ZNF704
Q9Y5V0	ZNF706
Q96C28	ZNF707
P17019	ZNF708
Q8N972	ZNF709
Q8N1W2	ZNF710
Q9Y462	ZNF711
Q8N859	ZNF713
Q96N38	ZNF714
A6NP11	ZNF716
Q7Z2F6	KRBOX5
Q3SXZ3	ZNF718
Q9BY31	ZNF717
Q8TF20	ZNF721
A8MTY0	ZNF724
A8MUV8	ZNF727
A6NNF4	ZNF726
P0DKX0	ZNF728
Q6ZMV8	ZNF730
B4DXR9	ZNF732
P0CB33	ZNF735
P0DPD5	ZNF723
Q8NE65	ZNF738
B4DX44	ZNF736
A6NN14	ZNF729
O75373	ZNF737
Q8NDX6	ZNF740
Q9BV97	ZNF747
Q6NUN9	ZNF746
O43361	ZNF749
Q32MQ0	ZNF750
Q96N20	ZNF75A
Q92670	ZNF75CP
P51815	ZNF75D
Q0D2J5	ZNF763
Q96H86	ZNF764
Q86XN6	ZNF761
Q7L2R6	ZNF765
Q5HY98	ZNF766
Q75MW2	ZNF767P
Q9H5H4	ZNF768
Q6IQ21	ZNF770
Q7L3S4	ZNF771
Q68DY9	ZNF772
Q6PK81	ZNF773
Q6NX45	ZNF774
Q96BV0	ZNF775
Q68DI1	ZNF776
Q8N8C0	ZNF781
Q96MU6	ZNF778
Q6ZMS7	ZNF783
Q9ULD5	ZNF777
Q8NCA9	ZNF784
Q6ZMW2	ZNF782
A8K8V0	ZNF785
Q6DD87	ZNF787
Q6ZQV5	ZNF788P
Q8N393	ZNF786
Q5FWF6	ZNF789
Q6PG37	ZNF790
Q3KP31	ZNF791
Q6ZN11	ZNF793
Q3KQV3	ZNF792
Q96GE5	ZNF799
Q2TB10	ZNF800
Q5CZA5	ZNF805
Q8N4W9	ZNF808
A8K554	ZNF815P
Q6ZN06	ZNF813
Q6ZRF7	ZNF818P
B7Z6K7	ZNF814
Q0VGE8	ZNF816
O75541	ZNF821
Q6ZT77	ZNF826P
P16415	ZNF823
Q3KNS6	ZNF829
Q17R98	ZNF827
Q96NB3	ZNF830
Q6ZTB9	ZNF833P
Q9Y2P0	ZNF835
Q96EG3	ZNF837
Q6ZNA1	ZNF836
A8K0R7	ZNF839
Q8N446	ZNF843
A6NDX5	ZNF840P
Q6ZN19	ZNF841
Q08AG5	ZNF844
Q147U1	ZNF846
Q5JPB2	ZNF831
Q96IR2	ZNF845
O60384	ZNF861P
Q6ZMS4	ZNF852
A8MQ14	ZNF850
A6NHJ4	ZNF860
P0CG23	ZNF853
O60290	ZNF862
P0CJ78	ZNF865
P10072	ZNF875
C9JN71	ZNF878
B4DU55	ZNF879
P0CG24	ZNF883
Q6PDB4	ZNF880
Q8N0V1	ZNF295-AS1
A6NEH8	ZNF503-AS2
A8MT65	ZNF891
P0CJ79	ZNF888
P21506	ZNF10
P17014	ZNF12
P17017	ZNF14
P17020	ZNF16
P17021	ZNF17
P17022	ZNF18
P17023	ZNF19
P17026	ZNF22
P17024	ZNF20
P17028	ZNF24
P17027	ZNF23
P17030	ZNF25
P17031	ZNF26
P17035	ZNF28
Q9BSG1	ZNF2
P17041	ZNF32
P17039	ZNF30
P17036	ZNF3
Q8IZ26	ZNF34
P13682	ZNF35
P51814	ZNF41
P15621	ZNF44
P17038	ZNF43
Q02386	ZNF45
Q96MX3	ZNF48
Q15940	ZNF726P1
Q68EA5	ZNF57
Q6ZN08	ZNF66
Q9UC07	ZNF69
Q9UC06	ZNF70
Q9NQZ8	ZNF71
Q16587	ZNF74
P36508	ZNF76
Q15935	ZNF77
Q15937	ZNF79
P17097	ZNF7
P51504	ZNF80
P51508	ZNF81
P51522	ZNF83
Q03923	ZNF85
P51523	ZNF84
P17098	ZNF8
Q03938	ZNF90
Q03936	ZNF92
P35789	ZNF93
Q6ZTR6	ZNF516-DT
Q05481	ZNF91
A6NK75	ZNF98
A8MXY4	ZNF99
Q0IIN9	ZNF252P-AS1
O43257	ZNHIT1
Q9UHR6	ZNHIT2
Q15649	ZNHIT3
Q9P2E3	ZNFX1
A0A0U1RRA0	ZNF593OS
O60232	ZNRD2
Q8ND25	ZNRF1
Q8NHG8	ZNRF2
Q9ULT6	ZNRF3
Q8WWF5	ZNRF4
Q6XR72	SLC30A10
Q9BRI3	SLC30A2
Q9Y6M5	SLC30A1
Q99726	SLC30A3
O14863	SLC30A4
Q8TAD4	SLC30A5
Q6NXT4	SLC30A6
Q8NEW0	SLC30A7
Q8IWU4	SLC30A8
Q6PML9	SLC30A9
Q07157	TJP1
O95049	TJP3
Q9UDY2	TJP2
P60852	ZP1
Q05996	ZP2
P21754	ZP3
Q12836	ZP4
Q9BS86	ZPBP
Q6X784	ZPBP2
Q9UK55	SERPINA10
Q8TCW7	ZPLD1
O75312	ZPR1
O95218	ZRANB2
Q5FWF4	ZRANB3
Q9UGI0	ZRANB1
Q9BUG6	ZSCAN5A
A6NJL1	ZSCAN5B
A6NGD5	ZSCAN5C
P0CG00	ZSCAN5DP
Q96SZ4	ZSCAN10
O43309	ZSCAN12
Q9H4T2	ZSCAN16
Q8TBC5	ZSCAN18
Q9Y5A6	ZSCAN21
P17040	ZSCAN20
P10073	ZSCAN22
Q3MJ62	ZSCAN23
Q6NSZ9	ZSCAN25
Q16670	ZSCAN26
Q86W11	ZSCAN30
Q96LW9	ZSCAN31
Q8IWY8	ZSCAN29
Q9NX65	ZSCAN32
O15535	ZSCAN9
Q8NBB4	ZSCAN1
Q7Z7L9	ZSCAN2
Q8NAM6	ZSCAN4
Q9BR11	ZSWIM1
Q8NEG5	ZSWIM2
Q96MP5	ZSWIM3
Q9H7M6	ZSWIM4
Q9P217	ZSWIM5
Q9HCJ5	ZSWIM6
Q86XI8	ZSWIM9
A7E2V4	ZSWIM8
Q96AP4	ZUP1
Q9H900	ZWILCH
O95229	ZWINT
P98169	ZXDB
P98168	ZXDA
Q2QGD7	ZXDC
Q6WRX3	ZYG11A
Q9C0D3	ZYG11B
Q15942	ZYX
Q8IYH5	ZZZ3
Q9H6E4	CCDC134
Q6PK04	CCDC137
Q96M89	CCDC138
Q96MF4	CCDC140
Q96JN2	CCDC136
Q17RM4	CCDC142
Q6ZP82	CCDC141
Q8IYE0	CCDC146
Q8NFR7	CCDC148
Q6ZUS6	CCDC149
Q9UNH5	CDC14A
O60729	CDC14B
A4D256	CDC14C
Q4G0S7	CCDC152
Q494R4	CCDC153
Q8NCX0	CCDC150
A6NI56	CCDC154
P0C7I6	CCDC159
Q569K6	CCDC157
A6NGH7	CCDC160
A0A0D9SF12	CCDC163
Q9P0B6	CCDC167
P0CW27	CCDC166
A6NNP5	CCDC169
Q8IYT3	CCDC170
P0C7W6	CCDC172
Q6TFL3	CCDC171
Q6PII3	CCDC174
Q0VFZ6	CFAP210
Q8NDH2	CCDC168
P0C221	CCDC175
H3BU77	CCDC179
Q9NQR7	CCDC177
Q5BJE1	CCDC178
Q5TID7	CCDC181
A6NF36	CCDC182
Q9P1Z9	CCDC180
Q5T5S1	CCDC183
Q52MB2	CCDC184
Q7Z3E2	CCDC186
H7C350	CCDC188
A1A4V9	CFAP119
Q8N715	CCDC185
A0A096LP49	CCDC187
Q86UF4	CCDC190
A0A1B0GVG4	CCDC194
P0DO97	CCDC192
Q8NCU4	CCDC191
A0A1B0GUA6	CCDC195
Q8NCU1	CCDC197
A0A1B0GTZ2	CCDC196
Q9NVL8	CCDC198
A0A1B0GVQ3	CCDC200
A0A1B0GTI1	CCDC201
Q8IWP9	CCDC28A
Q9BUN5	CCDC28B
Q8NHW4	CCL4L1
Q8NHW4	CCL4L2
Q9NV96	TMEM30A
A0ZSE6	TMEM30CP
Q3MIR4	TMEM30B
Q8N9Z2	CCDC71L
Q96AQ1	CCDC74A
Q96LY2	CCDC74B
Q96PX6	CCDC85A
Q15834	CCDC85B
A6NKD9	CCDC85C
Q9GZT6	CCDC90B
A6NC98	CCDC88B
Q8N163	CCAR2
Q8IX12	CCAR1
Q6UXH8	CCBE1
Q8WUD4	CCDC12
Q8IYE1	CCDC13
Q0P6D6	CCDC15
Q49A88	CCDC14
Q96LX7	CCDC17
Q5T9S5	CCDC18
O60826	CCDC22
Q8N4L8	CCDC24
Q86WR0	CCDC25
Q8TAB7	CCDC26
Q2M243	CCDC27
Q5VVM6	CCDC30
Q9BV29	CCDC32
Q96HJ3	CCDC34
Q8N5R6	CCDC33
Q502W7	CCDC38
Q9UFE4	CCDC39
Q96M95	CCDC42
Q4G0X9	CCDC40
Q96MW1	CCDC43
Q96A33	CCDC47
Q8IVM0	CCDC50
Q8NEL0	CCDC54
Q8IWA6	CCDC60
Q2TAC2	CCDC57
Q9Y6R9	CCDC61
Q6P9F0	CCDC62
Q8NA47	CCDC63
Q9H2F9	CCDC68
A2RUB6	CCDC66
A6NI79	CCDC69
Q6NSX1	CCDC70
Q8IV32	CCDC71
Q9BR77	CCDC77
Q6ZRK6	CCDC73
A2IDD5	CCDC78
Q6ZN84	CCDC81
Q76M96	CCDC80
Q8N4S0	CCDC82
Q8IWF9	CCDC83
Q9H6F5	CCDC86
Q9NVE4	CCDC87
Q8N998	CCDC89
Q7Z6B0	CCDC91
Q53HC0	CCDC92
Q567U6	CCDC93
Q2M329	CCDC96
Q96F63	CCDC97
Q6ZUT6	CCDC9B
Q9BQI4	CCDC3
Q16204	CCDC6
Q9H0W5	CCDC8
Q96M83	CCDC7
Q8TC90	CCER1
I3L3R5	CCER2
Q9Y3X0	CCDC9
Q06432	CACNG1
Q9Y698	CACNG2
O60359	CACNG3
Q9UBN1	CACNG4
Q9UF02	CACNG5
Q9BXT2	CACNG6
P62955	CACNG7
Q8WXS5	CACNG8
Q8WXS4	TMEM37
Q8TD31	CCHCR1
P53701	HCCS
P32238	CCKAR
P06307	CCK
Q99616	CCL13
Q16627	CCL14
Q16663	CCL15
O15467	CCL16
P55774	CCL18
Q99731	CCL19
P22362	CCL1
Q92583	CCL17
P78556	CCL20
O00626	CCL22
O00585	CCL21
P55773	CCL23
O00175	CCL24
O15444	CCL25
Q9Y258	CCL26
Q9Y4X3	CCL27
P13500	CCL2
P10147	CCL3
P13236	CCL4
P13501	CCL5
P80098	CCL7
P80075	CCL8
Q9NUG4	CCM2L
Q9BSQ5	CCM2
O00622	CCN1
P29279	CCN2
P48745	CCN3
O95388	CCN4
O76076	CCN5
O95389	CCN6
P78396	CCNA1
P20248	CCNA2
O95067	CCNB2
Q8WWL7	CCNB3
P24385	CCND1
P30279	CCND2
P24864	CCNE1
O96020	CCNE2
P41002	CCNF
P51959	CCNG1
Q16589	CCNG2
Q6ZMN8	CCNI2
Q14094	CCNI
Q8IV13	CCNJL
Q5T5M9	CCNJ
Q9UK58	CCNL1
Q96S94	CCNL2
O75909	CCNK
P22674	CCNO
Q9H8S5	CCNP
Q8N1B3	CCNQ
O60583	CCNT2
Q8ND76	CCNY
O60563	CCNT1
Q9ULG6	CCPG1
P46092	CCR10
P41597	CCR2
